Nif_Methanococcus_maripaludis,nif-iii
Nif_Methanophagales_archaeon,nif-iii
Nif_Methanothermobacter_thermautotrophicus,nif-iii
Nif_Methanothermococcus_okinawensis,nif-iii
Nif_Methanotorris_igneus,nif-iii
Nif_Moorella_thermoacetica,nif-iii
Nif_Oscillochloris_trichoides,nif-iii
Nif_Roseiflexus_castenholzii,nif-iii
Nif_Syntrophothermus_lipocalidus,nif-iii
Nif_Thermacetogenium_phaeum,nif-iii
Nif_Thermodesulfitimonas_autotrophica,nif-iii
Nif_Thermodesulforhabdus_norvegica,nif-iii
Nif_uncultured_archaeon,nif-iii
